synset	en	id	es	fr	pt-br	sw	de	ru	zh	ja	ar	hi	tr
07133701-n	conversation	percakapan	conversación	conversation	conversa	mazungumzo	Konversation	разговор	会话	会話	حديث	बातचीत	sohbet
	tells	memberitahu	dice	raconte	diz	anasema	erzählt	рассказывает	告诉	言う	يحكي	बताता है	söyler
	lies	kebohongan	mentiras	mensonges	mentiras	uongo	Lügen	ложь	谎言	嘘	الأكاذيب	झूठ	yalanlar
	nor	juga tidak	ni	ni	nem	wala	noch	ни	也不	でもない	ولا	न ही	ne de
	pulled	ditarik	tirado	tiré	puxado	vunjwa	gezogen	вытащил	拉	引っ張られた	سحبت	खींच लिया	çekti
03491178-n	hanging	gantung	ahorcamiento	pendaison	pendurado	kunyongwa	hängend	висит	墙帏	壁掛け	معلق	लटका हुआ	asılı
15282696-n	speed	kecepatan	velocidad	vitesse	velocidade	kasi	Geschwindigkeit	скорость	速度	速度	سرعة	गति	hız
	stories	cerita	historias	histoires	histórias	hadithi	Geschichten	истории	故事	物語	قصص	कहानियां	hikayeler
14447908-n	health	kesehatan	salud	santé	saúde	afya	Gesundheit	здоровье	健康	健康	صحة	तबीयत	sağlık
06671484-n	advice	amanat	consejo	conseil	conselho	ushauri	Rat	совет	劝告	助言	نصيحة	सलाह	tavsiye
03149347-a	held	diadakan	sostenido	détenu	mantido	uliofanyika	gehalten	проведено	占有+的	占拠された	عقد	आयोजित	düzenlenen
	uh-huh	uh-hah	ajá	euh-huh	uh-huh	uh-ha	Uh-huh	угу	嗯哼	うーん	اه هاه	उह-हह	ah-ha
00097906-a	murdered	dibunuh	asesinado	assassiné	assassinado	kuuawa	ermordet	убит	被谋杀	殺された	قتل	हत्या कर दी गई	öldürüldü
00045704-r	beyond	di luar itu	más allá	au-delà	além	zaidi	darüber hinaus	за пределами	超越	かなたに	أبعد من ذلك	परे	ötesinde
05846054-n	rule	undang-undang	reglamento	règlement	regulamento	masharti	Regelung	устав	规则	規則	تنظيم	नियम	kural
00002621-r	hardly	cuma	apenas	guère	dificilmente	vigumu	kaum	едва	刚	ついさっき	بالكاد	थोड़े	zar zor
00300247-r	possibly	mungkin	quizá	peut-être	talvez	ikiwezekana	vielleicht	возможно	也许	多分	ربما	शायद	belki
10208847-n	inspector	pemeriksa	inspector	inspecteur	inspetor	kachero	Inspektor	инспектор	检查员	警部	مفتش	इंस्पेक्टर	müfettiş
09972010-n	cousin	adik sepupu	primo	cousin	primo	binamu	Cousin	двоюродный брат	堂兄	いとこ	ابن عم	चचेरा भाई	kuzen
00791078-n	trial	uji	ensayo	essai	julgamento	jaribio	Versuch	испытание	化验	トライアル	فحْص	परीक्षण	deneme
07417405-n	emergency	darurat	emergencia	urgence	emergência	dharura	Notfall	чрезвычайное положение	紧急事故	非常時	طوارئ	आपातकालीन	acil durum
	ought	seharusnya	debería	devrait	deveria	lazima	sollte	должен	应该	すべきだ	ينبغي	चाहिए	yapmalı
	eddie	eddie	eddy	Eddy	Eddie	eddie	Eddie	Эдди	埃迪	エディ	إدي	एडी	Eddie
00026137-r	somehow	entah bagaimana	de alguna manera	d'une façon ou d'une autre	de alguma forma	kwa namna fulani	irgendwie	как-то	不知何故	なぜか	بطريقة أو بأخرى	किसी तरह	bir şekilde
01199697-n	hearing	pembicaraan	vista	ouïe	ouvindo	kusikia	Hören	слушание	听力	問注	السمع	श्रवण	işitme
	states	negara bagian	estados	états	estados	majimbo	Staaten	государства	州	州	الدول	राज्य	eyaletler
06514093-n	account	babad	historia	histoire	crónica	historia	Geschichte	история	历史	履歴	حِكايَة	खाता	hesap
04283378-n	spoke	ruji	rayo	rayon	falou	alizungumza	Speiche	спица	辐条	スポーク	تحدث	बोला	konuştu
01001857-v	file	mencatat	archivar	transmettre	arquivo	faili	Datei	файл	文件	登記+する	file	फ़ाइल	dosya
01378219-a	understood	dipahami	entendido	compris	entendido	kueleweka	verstanden	понял	明白了	了解済み	مفهومة	समझ गया	anlaşıldı
09538915-n	angel	malaikat	ángel	ange	anjo	malaika	Engel	ангел	天使	天使	ملاك	फ़रिश्ता	melek
04391569-n	tape	pita	cinta	ruban	fita	mkanda	Band	лента	带子	テープ	شرِيط	टेप	bant
07844042-n	milk	susu	leche	lait	leite	maziwa	Milch	молоко	奶	牛乳	حليب	दूध	süt
01825671-a	powerful	bertenaga	poderoso	puissant	poderoso	yenye nguvu	mächtig	мощный	强大+的	パワフル	عظِيم	शक्तिशाली	güçlü
	weapons	senjata	armas	armes	armas	silaha	Waffen	оружие	武器	武器	أسلحة	हथियार	silahlar
00410247-n	practice	corak	costumbre	pratique	praticar	mazoezi	Praxis	практика	惯例	パターン	أُسْلُوب	अभ्यास	pratik yapmak
10014939-n	manager	pengarah	director	directeur	gerente	meneja	Direktor	менеджер	经理	支配人	مدير	मैनेजर	müdür
00905852-v	pardon	berkilah	perdonar	pardonner	desculpar	msamaha	verzeihen	прощать	原谅	許す	عفا	क्षमा करें	af
02461314-v	vote	memilih	votar	voter	votar	piga kura	wählen	голосовать	投票	投票	صوت	वोट करें	oy
	jake	jake	jake	Jake	Jake	jake	Jake	Джейк	杰克	ジェイク	جيك	जेक	Jake
02988060-a	national	negara	nacional	national	nacional	kitaifa	national	национальный	全国性+的	ナショナル	قوْمِيّ	राष्ट्रीय	ulusal
00583246-n	career	kerja	profesión	vocation	vocação	kazi	Karriere	призвание	专业	天職	مهنة	करियर	kariyer
09983572-n	minister	pendeta	ministro	pasteur	ministro	waziri	Pastor	священник	教区牧师	代理牧師	وزير	पादरी	bakan
02341864-a	super	hebat	excelente	éminent	super	mkuu	Super	супер	一流+的	スーパー	super	अति उत्तम	süper
00829107-v	taught	ajar	enseñar	enseigner	ensinar	kufundishwa	lehren	преподавать	教	教える	علم	सिखाना	öğretmek
11264002-n	robert	Henry M. Robert	Henry M. Robert	Robert	Roberto	robert	Robert	Роберт	罗伯特	ロバート	روبرت	रॉबर्ट	Robert
01382086-a	biggest	besar	grande	grand	grande	-kubwa	groß	большой	大	大きい	كبير	बड़ा	büyük
	plays	diputar	juega	joue	peças	inacheza	spielt	играет	戏剧	遊ぶ	مسرحيات	खेलता है	oynar
01569965-a	natural	alami	natural	naturel	naturais	asili	natürlich	естественный	自然	自然	فطري	प्राकृतिक	doğal
00428270-n	dancing	tari	baile	danse	dança	densi	Tanz	танец	舞蹈	踊り	رقص	नाच	dans
06505517-n	copy	salinan	transcripción	copie	copiar	nakala	Kopie	копия	摹本	コピー	نسخة	प्रतिलिपि	kopyala
05154517-n	plus	aset	activo	plus	mais	pamoja	plus	плюс	优点	アドバンテージ	شيء نافِع	प्लस	artı
11160055-n	martin	Martin	Martín	Médicament orphelin	Martinho	Martin	Martin	Мартин	马丁	マーティン	مارتن	मार्टिन	martin
02937469-n	cake	batang	pastilla	barreau	bolo	keki	Kuchen	торт	块状物	ケーキ	كعكة	केक	kek
13991823-n	freedom	kebebasan	libertad	liberté	liberdade	uhuru	Freiheit	свобода	自由	自由	حرية	आज़ादी	özgürlük
	among	di antara	entre	parmi	entre	miongoni mwa	unter	среди	其中	中で	بين	बीच में	arasında
00835032-n	breath	napas	respiración	souffle	respiração	pumzi	Atem	дыхание	呼吸	呼吸	نفس	साँस	nefes
14008806-n	operation	kendalian	funcionamiento	opération	operação	operesheni	Betrieb	операция	操作	機能している状態	سريان	ऑपरेशन	operasyon
	chris	kris	cris	Chris	Cris	chris	Chris	Крис	克里斯	クリス	كريس	क्रिस	Chris
08273167-n	crew	kru	grumete	équipage	tripulação	wafanyakazi	Mannschaft	экипаж	全体机务人员	クルー	طَاقَم	दल	mürettebat
00869126-v	challenge	berbentrokan	cuestionar	disputer	desafio	changa moto	Herausforderung	вызов	反对	反論+する	التحدي	चुनौती	meydan okuma
01097292-n	market	pasar	mercado	marché	mercado	soko	Markt	торговля	市场	市場	سُوق	बाज़ार	pazar
07649854-n	meat	daging	carne	viande	carne	nyama	Fleisch	мясо	肉	肉	لحم	गोश्त	et
	towards	menuju	hacia	vers	em direção	kuelekea	hin	к	朝向	に向かって	نحو	की ओर	doğru
00317207-n	bringing	penyerahan	entrega	livraison	entrega	kuleta	Lieferung	доставка	投递	配達	توصيل	ला रहा हूँ	getirmek
01977701-v	dropped	menjatuhkan	dejar caer	laisser tomber	largar	kuangusha	fallen lassen	ронять	掉	おっことす	أسْقط	गिरा दिया	düştü
10665698-n	student	murid	estudiante	étudiant	estudante	mwanafunzi	Student	студент	学生	学生	طالب	विद्यार्थी	öğrenci
07051620-n	lied	berbohong	lied	lied	mentiu	uongo	gelogen	солгал	撒谎了	嘘をつきました	كذب	झूठ बोला	yalan söyledi
05029706-n	strength	kekuatan	fortaleza	force	força	nguvu	Stärke	сила	力气	力	قُوّة	ताकत	güç
05098942-n	size	ukuran	tamaño	taille	tamanho	ukubwa	Größe	размер	尺寸	大きさ	مقاس	आकार	boyut
00001740-v	breathe	bernafas	respirar	respirer	respirar	pumua	atmen	дышать	呼吸	呼吸する	تنفس	साँस लें	nefes almak
04956594-n	color	warna	color	couleur	cor	michezo	Farbe	цвет	色	色	لون	रंग	renk
09491966-n	monster	gergasi	monstruo	monstre	monstro	mnyama	Monster	чудовище	妖怪	怪物	وحش	राक्षस	canavar
01452593-a	loud	lantang	fuerte	fort	alto	sauti kubwa	laut	громкий	大声	大声	عال	जोर से	yüksek
03925226-n	photo	bayang-bayang	foto	photo	fotografia	picha	Foto	фотография	照片	写真	صورة	फ़ोटो	fotoğraf
	aw	aduh	ay	oh	ah	aw	Ach	оу	噢	ああ	فصيل عبد الواحد	अरे	ah
00073033-r	nearly	benar-benar	casi	presque	quase	karibu	fast	почти	几乎	ほとんど	تقريبا	लगभग	neredeyse
05933054-n	sight	penglihatan	imagen	vue	visão	kuona	Anblick	взгляд	视线	光景	مَشْهَد	दृष्टि	görüş
02343517-a	greatest	paling	máximo	superlatif	maior	kubwa zaidi	Größte	величайший	最伟大+的	上乗	أعظم	महानतम	en büyük
	games	permainan	juegos	jeux	jogos	michezo	Spiele	игры	游戏	ゲーム	ألعاب	खेल	oyunlar
02898711-n	bridge	jembatan	puente	pont	ponte	daraja	Brücke	мост	桥	橋	جسر	पुल	köprü
00454440-a	dressed	berpakaian	vestido	habillé	vestido	amevaa	gekleidet	одет	打扮+的	正装した	يرتدي	कपड़े पहने	giyinmiş
	arrested	ditangkap	arrestado	arrêté	preso	kukamatwa	verhaftet	арестован	被捕	逮捕された	اعتقل	गिरफ्तार	tutuklandı
00193480-a	horrible	bengis	atroz	atroce	horrível	ya kutisha	schrecklich	ужасно	可怕的	むごたらしい	فظيع	भयानक	korkunç
09931640-n	coach	pelatih	entrenador	entraîneur	treinador	mkufunzi	Trainer	тренер	教练	コーチ	مدرب	कोच	koç
01144133-n	planning	bercadang	planificación	planification	planejamento	kupanga	Planung	планирование	规划	プランニング	تخْطِيط	योजना	planlama
01788048-a	checked	tersekat	comprobado	vérifié	verificado	imeangaliwa	überprüft	проверено	检查过	数奇	فحص	जाँच की गई	kontrol edildi
00376400-n	breaking	istirahat	quebrar	cassure	quebrando	kuvunja	Bruch	ломать	弄坏	取り壊し	كسْر	तोड़ना	kırma
01607978-a	noticed	memperhatikan	sensible	remarqué	notado	niliona	bemerkt	заметил	注意到	気づいた	جلِيّ	ध्यान दिया	fark ettim
00967646-a	fantastic	ajaib	grotesco	grotesque	fantástico	ajabu	fantastisch	фантастический	滑稽+的	ファンタスティック	رائع	शानदार	fantastik
	screams	teriakan	gritos	crie	gritos	mayowe	schreit	крики	尖叫声	悲鳴を上げる	صرخات	चिल्लाता है	çığlıklar
02670890-v	serve	berfungsi	ejercer	conserver	servir	tumikia	dienen	служить	服务	務める	خَدَمَ	सेवा करो	hizmet etmek
	ideas	ide	ideas	idées	ideias	mawazo	Ideen	идеи	想法	アイデア	أفكار	विचार	fikirler
05800611-n	investigation	penyelidikan	investigación	investigation	investigação	uchunguzi	Untersuchung	следствие	调查	調査	التحقيق	जांच	inceleme
08523483-n	center	jantung	medio	milieu	centro	kituo	Mittelpunkt	середина	中央	中央	منتصف	मध्य	merkez
01644225-a	older	berumur	anciano	vieux	mais velho	mzee	älter	старше	年老+的	年取った	كبار السن	पुराना	daha yaşlı
01482449-v	pack	berkemas	empacar	emballer	pacote	pakiti	Packung	упаковывать	装	パック+する	حزم	पैक	paket
	soldiers	tentara	soldados	soldats	soldados	askari	Soldaten	солдаты	士兵	兵士	جنود	सैनिक	askerler
06607339-n	nonsense	bukan-bukan	despropósito	aberration	bobagem	upuuzi	Unsinn	чушь	废话	無意味	هراء	बकवास	anlamsızlık
10020890-n	doc	dokter	médico	médecin	médico	daktari	Arzt	доктор	医生	医者	طبيب	डाक्टर	doktor
00795720-n	project	proyek	proyecto	projet	projeto	mradi	Projekt	план	计划	プロジェクト	مشروع	प्रोजेक्ट	proje
00893955-n	training	berlatih	enseñanza	préparation	treinamento	mafunzo	Ausbildung	обучение	准备工作	トレイニング	إِعْداد	प्रशिक्षण	eğitim
05820620-n	example	misal	ejemplo	exemple	exemplo	mifano	Beispiel	пример	例子	例	أمثولة	नमूना	örnek
00171618-n	trick	pengecohan	astucia	truc	truque	hila	Trick	трюк	诡计	だますこと	خدعة	युक्ति	hile
01843380-a	prepared	samapta	listo	préparé	preparado	tayari	vorbereitet	подготовленный	准备好了	準備万端	أعدت	तैयार	hazırlanmış
05999797-n	science	sains	ciencia	science	ciência	sayansi	Wissenschaft	наука	科学	科学	علم	विज्ञान	ilim
02475855-a	united	bersatu	unido	uni	unido	umoja	vereinigt	объединённый	联合	連合	متحد	एकजुट	birleşik
01835496-v	travel	pergi	ir	aller	ir	gura	gehen	ходить	去	行く	ذهب	जाना	gitmek
00645493-a	incredible	aduhai	increíble	incroyable	inacreditável	ajabu	unglaublich	невероятный	不可思议	信じる	لا يصدق	अविश्वसनीय	inanılmaz
10142391-n	grandpa	kakek	abuelo	grand-père	avô	babu	Großvater	дедушка	爷爷	お爺さん	جد	दादा	dede
01871473-a	paying	membayar	remunerado	payer	pagando	kulipa	zahlen	платить	支付	支払う	دفع	भुगतान	ödeme
09587565-n	character	sifat	personaje ficticio	caractère	personagem	tabia	Charakter	персонаж	虚构人物	キャラクター	حرف	चरित्र	karakter
05282433-n	teeth	gigi	dentadura	dent	dentes	meno	Zähne	зубы	齿列	歯	أسنان	दांत	dişler
09977660-n	criminal	gajul	forajido	hors-la-loi	criminoso	jinai	Verbrecher	преступник	犯人	アウトロー	جانِي	अपराधी	suçlu
10893433-n	charles	Charles	carlos	Charles IX	Carlos	charles	Charles	Чарльз	查尔斯	チャールズ	تشارلز	चार्ल्स	Charles
02964782-a	chinese	Imlek	chino	chinois	chinês	Kichina	chinesisch	китайский	中国	中国	صيني	चीनी	Çin
00037226-r	truly	benar	realmente	sincèrement	verdadeiramente	kweli	wirklich	действительно	确实	まことに	حقّاً	सचमुच	gerçekten
